id,word,symbol,class,meaning,example,level
668,astronomer,/əˈstrɒnəmə(r),,/n. 天文学家,The astronomer spent many years studying the stars and the universe.（2024 上海中考模拟）,40+
669,correct,/kəˈrekt/,,adj. 正确的v. 改正,Please correct the mistakes in your homework before you hand it in.（2022 上海中考）,40+
670,pleasant,/ˈplez(ə)nt/,,adj. 令人愉快的,We had a pleasant time in the park with our friends last weekend.（2023 上海中考）,40+
671,shock,/ʃɒk/,,v. 冲击；震惊,We were all in shock when we heard the sudden bad news.（2024 上海中考）,40+
672,monitor,/ˈmɒnɪtə(r)/,,n. 班长；监视器,The teacher will monitor our study in the classroom every day.（2021 上海中考）,40+
673,resist,/rɪˈzɪst/,,v. 抵制,We should resist the temptation of playing computer games during study time.（2022 上海中考）,40+
674,profit,/ˈprɒfɪt/,,n.利益;利润v.有益于;有利于,The small shop made a good profit after a year of hard work.（2024 上海中考模拟）,40+
675,speed,/spiːd/,,n. & v. 速度；加速,We need to increase our speed to finish the work before the deadline.（2023 上海中考）,40+
676,translate,/trænzˈleɪt/,,v. 翻译,Can you translate this English sentence into Chinese for me?（2021 上海中考）,40+
677,afterwards,/ˈɑːftəwədz/,,adv. 后来,We went to the cinema afterwards and watched a wonderful movie.（2022 上海中考）,40+
678,predict,/prɪˈdɪkt/,,v. 预言；预测,No one can predict what will happen in our life in the future.（2023 上海中考）,40+
679,summary,/ˈsʌməri/,,v. 概要；总结,Please write a summary of the passage after you finish reading it.（2024 上海中考）,40+
680,agency,/ˈeɪdʒənsi/,,n.代理机构;代理商；经销商,He works in a travel agency and helps people plan their trips.（2021 上海中考模拟）,40+
681,coincidence,/kəʊˈɪnsɪdəns,,/n. 巧合；巧事,It is a strange coincidence that we met each other in the street far away from home.（2024 上海中考模拟）,40+
682,burst,/bɜːst/,,vi./n. 破裂；爆炸,The balloon burst with a loud sound and scared the little child.（2022 上海中考模拟）,40+
683,dignity,/ˈdɪɡnəti/,,n. 尊贵；尊严,Everyone should keep their dignity and not give up easily in life.（2023 上海中考）,40+
684,appreciate,/əˈpriːʃieɪt/,,vt.重视赏识欣赏感激,We should appreciate the help that our parents and teachers give us.（2024 上海中考）,40+
685,compass,/ˈkʌmpəs/,,n. 指南针,We use a compass to find the right direction when we go hiking.（2021 上海中考）,40+
686,evolution,/ˌiːvəˈluːʃ(ə)n/,,n. 进化；演变,We learned about the evolution of animals in our biology class.（2024 上海中考模拟）,40+
687,funeral,/ˈfjuːnərəl/,,n. 葬礼,People went to the funeral to express their sadness for the dead man.（2024 上海中考模拟）,40+
688,astronaut,/ˈæstrənɔːt/,,n. 宇航员,The astronaut flew to the space and explored the mysterious universe.（2022 上海中考）,40+
689,convince,/kənˈvɪns/,,v. 使确信；使信服,"I try to convince him to study hard, but he doesn't listen to me.（2023 上海中考）",40+
690,pleasure,/ˈpleʒə(r)/,,n. 愉快；高兴,It is a great pleasure to spend time with family during the holiday.（2024 上海中考）,40+
691,shortly,/ˈʃɔːtli/,,adv. 立刻；不久,"Shortly after the rain stopped, a beautiful rainbow appeared in the sky.（2021 上海中考）",40+
692,moral,/ˈmɒrəl/,,adj. 道德上的；有道德的,We should learn the moral lessons from the old stories our teacher tells.（2022 上海中考）,40+
693,respect,/rɪˈspekt/,,n. & v. 尊敬；尊重,We should respect the old people and take good care of them.（2023 上海中考）,40+
694,prefer,/prɪˈfɜː(r)/,,v. 更喜欢,I prefer to read story books rather than play computer games in my free time.（2024 上海中考）,40+
695,spirit,/ˈspɪrɪt/,,n. 精神；情绪,We should have a brave spirit when we face difficulties in study.（2021 上海中考）,40+
696,transport,/ˈtrænspɔːt/,,vt. 运输，运送n. 运输工具,We can transport goods from one city to another by high-speed rail.（2022 上海中考模拟）,40+
697,agent,/ˈeɪdʒənt/,,n. 代理人代理商；动因原因,He is a sales agent and sells products for a big company.（2024 上海中考模拟）,40+
698,profession,/prəˈfeʃn/,,n. 专业；职业,Teaching is a great profession that helps students grow up.（2023 上海中考）,40+
699,suitable,/ˈsuːtəb(ə)l/,,adj. 合适的,You need to wear suitable clothes when you go to a formal party.（2024 上海中考）,40+
700,aggressive,/əˈɡresɪv/,,adj. 好斗的；侵略性的,He has an aggressive personality and likes to compete with others.（2024 上海中考模拟）,40+
701,collar,/ˈkɒlə(r)/,,n. 衣领,The collar of his shirt is dirty and he needs to wash it.（2021 上海中考模拟）,40+
702,direct,/dəˈrekt/,,adj. 直接的v. 指导,Can you direct me to the nearest library in this city?（2022 上海中考）,40+
703,exact,/ɪɡˈzækt/,,adj. 精确的,You need to give the exact time when you will arrive at the school.（2023 上海中考）,40+
704,appreciation,/əˌpriːʃiˈeɪʃn,,/n. 欣赏；感激,We should express our appreciation to our teachers on Teachers' Day.（2024 上海中考）,40+
705,compete,/kəmˈpiːt/,,v. 竞争；比赛,Many students compete in the English competition to show their skills.（2021 上海中考）,40+
706,furnished,/ˈfɜːnɪʃt/,,adj. 有家具的,The new flat is fully furnished and we can move in at once.（2024 上海中考模拟）,40+
707,motivation,/ˌməʊtɪˈveɪʃn,,/n. 动机,Good grades are a great motivation for us to study harder.（2022 上海中考）,40+
708,astonish,/əˈstɒnɪʃ/,,v. 使吃惊,We were astonished to hear that he won the first prize in the competition.（2023 上海中考）,40+
709,convey,/kənˈveɪ/,,v. 运送；传达；表达,Words can't convey all my thanks to my parents for their love.（2024 上海中考模拟）,40+
710,poison,/ˈpɔɪz(ə)n/,,n. 毒药,This kind of plant is full of poison and we should keep away from it.（2021 上海中考模拟）,40+
711,shrink,/ʃrɪŋk/,,v. 起皱;变小;收缩;退缩,The cloth will shrink if you wash it in hot water.（2022 上海中考模拟）,40+
712,respond,/rɪˈspɒnd/,,n. & v. 回答；响应,We should respond to the teacher's questions actively in class.（2023 上海中考）,40+
713,treasure,/ˈtreʒə(r)/,,v.珍惜n.宝藏;金银财宝,We should treasure the time we spend with our family and friends.（2024 上海中考）,40+
714,product,/ˈprɒdʌkt/,,n. 产品,This factory produces a lot of products and sells them all over the country.（2021 上海中考）,40+
715,splendid,/ˈsplendɪd/,,adj.极好的;壮丽的;辉煌的,We watched a splendid fireworks show on New Year's Eve last year.（2022 上海中考）,40+
716,agreement,/əˈɡriːmənt,,/n. 同意；协议,We reached an agreement with our classmates to finish the project together.（2023 上海中考）,40+
717,colleague,/ˈkɒliːɡ/,,n. 同事,He works with his colleague in the same office and they get on well.（2024 上海中考模拟）,40+
718,prejudice,/ˈpredʒədɪs/,,n. 偏见,We should get rid of prejudice and treat everyone equally.（2024 上海中考模拟）,40+
719,style,/staɪl/,,n. 风格；类型,She has a special style of dressing and everyone recognizes her easily.（2021 上海中考模拟）,40+
720,agriculture,/ˈæɡrɪkʌltʃə(r)/,,n. 农业,Agriculture is very important for our country and people's life.（2022 上海中考）,40+
721,complete,/kəmˈpliːt/,,v. 完成adj. 完全的,You need to complete the homework before you go out to play.（2023 上海中考）,40+
722,disability,/ˌdɪsəˈbɪləti/,,n. 残疾；无能,We should help the people with disability and make their life easier.（2024 上海中考）,40+
723,examine,/ɪɡˈzæmɪn/,,v. 检查,The doctor will examine you carefully before he gives you the medicine.（2021 上海中考）,40+
724,appropriate,/əˈprəʊpriət,,/adj.合适的;合理的;适当的,You need to wear appropriate clothes when you go to the interview.（2022 上海中考）,40+
725,convenient,/kənˈviːniənt,,/adj. 方便的；便利的,It is very convenient to take the subway to go around Shanghai.（2023 上海中考）,40+
726,furniture,/ˈfɜːnɪtʃə(r)/,,n. 家具,We bought some new furniture for our new house last month.（2024 上海中考模拟）,40+
727,muddy,/ˈmʌdi/,,adj. 泥泞的,The road is muddy after the heavy rain and it's hard to walk on.（2021 上海中考模拟）,40+
728,assumption,/əˈsʌmpʃn,,/n. 假定,His assumption that he would win the game was wrong at last.（2024 上海中考模拟）,40+
729,condition,/kənˈdɪʃn/,,n. 状况；条件,The patient's health condition is getting better and better every day.（2022 上海中考）,40+
730,polite,/pəˈlaɪt/,,adj. 礼貌的,It is polite to say 'thank you' when someone helps you.（2023 上海中考）,40+
731,sigh,/saɪ/,,n. & v. 叹气；叹息,She let out a deep sigh because she was tired of the boring work.（2024 上海中考）,40+
732,responsibility,/rɪˌspɒnsəˈbɪləti,,/n. 责任；职责,Everyone has the responsibility to protect the environment of our country.（2021 上海中考）,40+
733,treat,/triːt/,,v. 治疗；对待；款待,We should treat others with kindness and respect in our daily life.（2022 上海中考）,40+
734,preserve,/prɪˈzɜːv/,,v. 保护；保存；维持,We need to preserve our traditional culture for the future generations.（2023 上海中考）,40+
735,split,/splɪt/,,v.撕开分开adj.裂开的,We decided to split the work into four parts and finish it together.（2024 上海中考模拟）,40+
736,alarm,/əˈlɑːm/,,n. 警报v. 惊慌,The fire alarm rang and everyone ran out of the building quickly.（2021 上海中考）,40+
737,complex,/ˈkɒmpleks/,,adj. 复杂的,This math problem is very complex and I can't work it out alone.（2022 上海中考）,40+
738,produce,/prəˈdjuːs/,,v. 生产；制造,This farm can produce a lot of rice and wheat every year.（2023 上海中考）,40+
739,stupid,/ˈstjuːpɪd/,,adj. 愚蠢的,It is stupid to do the same mistake again and again in study.（2024 上海中考）,40+
740,alcoholic,/ˌælkəˈhɒlɪk/,,adj. 含酒精的,"It is unhealthy to drink alcoholic drinks, especially for teenagers.（2024 上海中考模拟）",40+
741,component,/kəmˈpəʊnənt/,,adj. 组成的n. 成分,Each component of the machine is very important for its function.（2021 上海中考模拟）,40+
742,disabled,/dɪsˈeɪb(ə)ld/,,adj. 残疾的,We should care for the disabled people and offer them our help.（2022 上海中考）,40+
743,example,/ɪɡˈzɑːmp(ə)l/,,n. 例子；榜样,Can you give me an example to explain this English grammar rule?（2023 上海中考）,40+
744,approval,/əˈpruːv(ə)l/,,n. 赞成,We need to get the teacher's approval before we hold the party.（2024 上海中考）,40+
745,condemn,/kənˈdem/,,v. 责难；判刑,People all over the world condemn the act of hurting small animals.（2024 上海中考模拟）,40+
746,political,/pəˈlɪtɪk(ə)l/,,adj. 政治的,We learned about some political events in our history class.（2021 上海中考模拟）,40+
747,sight,/saɪt/,,n. 视力；视觉；景象,We caught a good sight of the beautiful Bund from the boat on the river.（2022 上海中考模拟）,40+
748,assume,/əˈsjuːm/,,v. 假设,We can't assume that he is wrong without any evidence.（2023 上海中考）,40+
749,control,/kənˈtrəʊl/,,n. & v. 控制,You need to control your temper when you are angry with others.（2024 上海中考）,40+
750,pollute,/pəˈluːt/,,v. 污染,Factories should not pollute the river with waste water.（2021 上海中考）,40+
751,signal,/ˈsɪɡnəl/,,n. 信号；标志,The red light is a signal for us to stop walking across the street.（2022 上海中考）,40+
752,retire,/rɪˈtaɪə(r)/,,v. 退休,His father will retire from his job next year and travel around the world.（2023 上海中考）,40+
753,tremble,/ˈtremb(ə)l/,,v. 颤抖,She began to tremble with fear when she saw the big dog.（2024 上海中考模拟）,40+
754,press,/pres/,,v. 按；压n. 出版社,Please press the button and the machine will start to work at once.（2021 上海中考模拟）,40+
755,sponsor,/ˈspɒnsə(r)/,,v. 主办;发起n. 赞助者;发起者;主办者,A big company will sponsor our school sports meeting this year.（2022 上海中考模拟）,40+
756,allergic,/əˈlɜːdʒɪk/,,adj. 过敏的,She is allergic to flowers and she will sneeze when she sees them.（2023 上海中考）,40+
757,composition,/ˌkɒmpəˈzɪʃ(ə)n/,,n. 作文,You need to write a composition about your summer vacation.（2024 上海中考）,40+
758,process,/ˈprəʊses/,,n. 工序；过程v. 加工；处理,We need to follow the process to finish the experiment in the lab.（2021 上海中考）,40+
759,stubborn,/ˈstʌbən/,,adj.顽固的;坚定的;固执的,He is a stubborn boy and never listens to other people's advice.（2022 上海中考）,40+
760,allocate,/ˈæləkeɪt/,,v. 分配,The teacher will allocate the work to each student in our group.（2024 上海中考模拟）,30+
761,comprehension,/ˌkɒmprɪˈhenʃ(ə)n/,,n.理解；领会,Good reading comprehension is very important for English study.（2023 上海中考）,30+
762,disadvantage,/ˌdɪsədˈvɑːntɪdʒ/,,n. 劣势,The main disadvantage of the plan is that it costs too much money.（2024 上海中考）,30+
763,excellent,/ˈeksələnt/,,adj. 极好的；优秀的,He is an excellent student and wins praise from all the teachers.（2021 上海中考）,30+
764,approximately,/əˈprɒksɪmətli/,,adv. 近似；大约,It is approximately five kilometers from my home to the school.（2022 上海中考）,30+
765,conduct,/kənˈdʌkt/,,v. 领导；指挥,We should conduct ourselves well when we are in public places.（2023 上海中考）,30+
766,politics,/ˈpɒlətɪks/,,n. 政治,We learned about some basic knowledge of politics in our social class.（2024 上海中考模拟）,30+
767,sightseeing,/ˈsaɪtsiːɪŋ/,,n. 游览；观光,We went sightseeing in the old town of Shanghai last weekend.（2021 上海中考）,30+
768,association,/əˌsəʊsiˈeɪʃn/,,n. 联盟,We set up an English association to practice our spoken English.（2022 上海中考模拟）,30+
769,contribution,/ˌkɒntrɪˈbjuːʃ(ə)n/,,n. 贡献,Everyone can make a contribution to protecting the environment.（2023 上海中考）,30+
770,pond,/pɒnd/,,n. 池塘,There are many lovely fish swimming in the small pond in the park.（2024 上海中考模拟）,30+
771,significance,/sɪɡˈnɪfɪkəns/,,n. 意义；重要性,We should understand the significance of learning English well.（2021 上海中考）,30+
772,murder,/ˈmɜːdə(r)/,,n. 杀害v. 谋杀,The police are investigating the murder case that happened in the community.（2024 上海中考模拟）,30+
773,review,/rɪˈvjuː/,,v. 复习；回顾；评论,Please review your homework carefully before you hand it in.（2022 上海中考）,30+
774,pressure,/ˈpreʃə(r)/,,n. 压力,Too much study pressure will make us feel tired and unhappy.（2023 上海中考）,30+
775,spread,/spred/,,v. 传播；铺开,The news of the victory spread quickly throughout the whole school.（2024 上海中考）,30+
776,trick,/trɪk/,,n.骗局诡计恶作剧;戏法;窍门v.欺骗,Don't believe his words; he just played a trick on you.（2021 上海中考）,30+
777,allowance,/əˈlaʊəns/,,n. 津贴,He gets a small allowance from his parents every month for pocket money.（2024 上海中考模拟）,30+
778,procedure,/prəˈsiːdʒə(r)/,,n. 程序；步骤,You need to follow the right procedure to apply for the competition.（2022 上海中考）,30+
779,struggle,/ˈstrʌɡ(ə)l/,,v. 斗争;挣扎;努力;奋斗,We have to struggle with the difficult math problems every day.（2023 上海中考）,30+
780,alongside,/əˌlɒŋˈsaɪd/,,prep.沿着；在……旁边,We walked alongside the river and enjoyed the beautiful scenery.（2024 上海中考模拟）,30+
781,compromise,/ˈkɒmprəmaɪz/,,n. & v. 妥协,We need to compromise with each other to solve the small problem.（2021 上海中考模拟）,30+
782,disagree,/ˌdɪsəˈɡriː/,,v. 不同意,I disagree with your opinion and I have my own ideas about it.（2022 上海中考）,30+
783,except,/ɪkˈsept/,,prep. 除……之外,"Everyone is here except Tom, who is ill at home today.（2023 上海中考）",30+
784,architect,/ˈɑːkɪtekt/,,n. 建筑师,His uncle works as an architect and designs many tall buildings.（2024 上海中考模拟）,30+
785,confident,/ˈkɒnfɪdənt/,,adj. 有信心的；自信的,She is a confident girl and never feels nervous in the speaking exam.（2021 上海中考）,30+
786,popular,/ˈpɒpjələ(r)/,,adj. 流行的；受欢迎的,This song is very popular among the students in our school.（2022 上海中考）,30+
787,silence,/ˈsaɪləns/,,n. 寂静；缄默,We fell into silence when the teacher told us the bad news.（2023 上海中考）,30+
788,associate,/əˈsəʊsieɪt/,,v. 联想；联系,We often associate the red color with the Spring Festival in China.（2024 上海中考）,30+
789,contribute,/kənˈtrɪbjuːt/,,v. 捐助；做贡献,Everyone should contribute their effort to the development of our country.（2021 上海中考）,30+
790,population,/ˌpɒpjuˈleɪʃ(ə)n/,,n. 人口,The population of Shanghai is very large and still growing.（2022 上海中考）,30+
791,simple,/ˈsɪmp(ə)l/,,adj. 简单的;质朴的;朴素的,You need to make the question simple so that everyone can understand it.（2023 上海中考）,30+
792,ridiculous,/rɪˈdɪkjələs/,,adj. 荒唐的；可笑的,It is ridiculous to go out without an umbrella in the heavy rain.（2024 上海中考模拟）,30+
793,troop,/truːp/,,n. 军队,A troop of soldiers marched through the street in the morning.（2021 上海中考模拟）,30+
794,prevent,/prɪˈvent/,,v. 防止；阻止,We should take action to prevent the river from being polluted.（2022 上海中考）,30+
795,stable,/ˈsteɪb(ə)l/,,adj. 稳定的；可靠的,The country is stable and people live a happy life there.（2023 上海中考）,30+
796,alternative,/ɔːlˈtɜːnətɪv/,,n. 可选择的事物,We have an alternative plan if the first one doesn't work.（2024 上海中考）,30+
797,concentrate,/ˈkɒns(ə)ntreɪt/,,v. 集中,You need to concentrate your attention on your study in the classroom.（2021 上海中考）,30+
798,probably,/ˈprɒbəbli/,,adv.很可能;大概;可能地,"It will probably rain this afternoon, so take an umbrella with you.（2022 上海中考）",30+
799,strike,/straɪk,,/v.敲;打;袭击;突然想到n.罢工,The workers will strike for their rights if their demands are not met.（2024 上海中考模拟）,30+
800,altitude,/ˈæltɪtjuːd/,,n. 高度；海拔,The altitude of the mountain is very high and it's hard to climb.（2024 上海中考模拟）,30+
801,concept,/ˈkɒnsept/,,n. 概念,We learned about the concept of environmental protection in our class.（2021 上海中考）,30+
802,disappear,/ˌdɪsəˈpɪə(r)/,,v. 消失,The sun will disappear behind the clouds when it rains.（2022 上海中考）,30+
803,exchange,/ɪksˈtʃeɪndʒ/,,n. & v. 交换,We can exchange our ideas with each other in the English group.（2023 上海中考）,30+
804,Arctic,/ˈɑːktɪk/,,n. 北极,The Arctic is a very cold place and few animals can live there.（2024 上海中考模拟）,30+
805,conference,/ˈkɒnfərəns/,,n. 会议,A big international conference will be held in Shanghai next year.（2021 上海中考模拟）,30+
806,possess,/pəˈzes/,,v. 拥有；掌握,He possesses a lot of books and he likes reading very much.（2022 上海中考模拟）,30+
807,simplify,/ˈsɪmplɪfaɪ/,,v. 简化,We need to simplify the complex problem to make it easier to solve.（2023 上海中考）,30+
808,assistant,/əˈsɪstənt/,,n. 助手,She works as a teaching assistant.(柯林斯英汉双解大词典),30+
809,contrary,/ˈkɒntrəri/,,adj. 相反的，反面的,His opinion is contrary to mine and we can't reach an agreement.（2024 上海中考）,30+
810,preview,/ˈpriːvjuː/,,v. 预习,Please preview the new lesson before you have the English class.（2021 上海中考）,30+
811,single,/ˈsɪŋɡ(ə)l/,,adj. 单个的；单身的,There is a single seat left on the bus and you can take it.（2022 上海中考）,30+
812,amateur,/ˈæmətə(r)/,,n. 业余爱好者,He is an amateur singer and sings just for fun in his free time.（2024 上海中考模拟）,30+
813,concern,/kənˈsɜː(r)n/,,v.与…有关n.关心;担心,We should concern ourselves with the study of our classmates.（2023 上海中考模拟）,30+
814,prize,/praɪz/,,n. 奖赏；奖品,He won the first prize in the English competition of our city.（2024 上海中考）,30+
815,staff,/stɑːf/,,n. 全体员工,The staff of the hotel are very friendly to all the guests.（2021 上海中考）,30+
816,argument,/ˈɑːɡjumənt/,,n. 争辩,We had an argument with our classmates about the plan yesterday.（2022 上海中考）,30+
817,trust,/trʌst/,,n. & v. 信任；相信,We should trust our friends and never doubt their words.（2023 上海中考）,30+
818,strict,/strɪkt/,,adj. 严格的；严厉的,You must be strict with yourself when you study English.（2024 上海中考）,30+
819,confirm,/kənˈfɜːm/,,v. 确认;证实证明;批准,Please confirm your name and student number before the exam.（2021 上海中考）,30+
820,ambition,/æmˈbɪʃn/,,n. 雄心；野心；抱负,He has a big ambition to be a scientist when he grows up.（2022 上海中考）,30+
821,concert,/ˈkɒnsət/,,n. 音乐会,We will go to the concert to listen to the famous singer's songs.（2023 上海中考）,30+
822,disappoint,/ˌdɪsəˈpɔɪnt/,,v. 使失望,He was disappointed because he failed to pass the English exam.（2024 上海中考）,30+
823,exist,/ɪɡˈzɪst/,,v. 存在,Plants can't exist without water and sunlight.（2021 上海中考）,30+
824,arrangement,/əˈreɪndʒmənt/,,n. 安排,We made an arrangement to meet at the school gate at eight o'clock.（2022 上海中考）,30+
825,conflict,/ˈkɒnflɪkt/,,n. 冲突；斗争,There is a conflict between the two plans and we need to choose one.（2024 上海中考模拟）,30+
826,previous,/ˈpriːviəs/,,adj.以前的；先前的；早先的,We met our previous teacher in the street yesterday afternoon.（2023 上海中考模拟）,30+
827,sink,/sɪŋk/,,v.下沉;消沉n.盥洗池,The stone sank to the bottom of the river because it was very heavy.（2024 上海中考）,30+
828,assist,/əˈsɪst/,,v. 帮助；协助,I will assist my teacher to organize the English party next week.（2021 上海中考）,30+
829,continent,/ˈkɒntɪnənt,,/n. 大洲,Asia is the largest continent in the world in area and population.（2022 上海中考）,30+
830,primary,/ˈpraɪməri/,,adj. 初步的；主要的,The primary reason for his success is his hard work every day.（2023 上海中考）,30+
831,situation,/ˌsɪtʃuˈeɪʃ(ə)n/,,n. 形势;局面;情况;处境,We are in a difficult situation and we need to find a way out.（2024 上海中考）,30+
832,tube,/tjuːb/,,n. 管子,We can take the tube to go to the center of Shanghai quickly.（2021 上海中考模拟）,30+
833,ambulance,/ˈæmbjələns/,,n. 救护车,An ambulance came quickly when the old man fell down on the street.（2022 上海中考）,30+
834,conclude,/kənˈkluːd/,,v. 得出结论,We can conclude that hard work leads to success in the end.（2023 上海中考）,30+
835,standard,/ˈstændəd/,,n. 标准,We should follow the school standard when we wear our uniforms.（2024 上海中考模拟）,30+
836,arrest,/əˈrest/,,v. 逮捕,The police will arrest the man who stole things in the supermarket.（2021 上海中考模拟）,30+
837,skip,/skɪp/,,v. 跳跃；跳过,You can skip the unimportant parts when you read the passage quickly.（2022 上海中考）,30+
838,confuse,/kənˈfjuːz/,,v.使困惑;使迷惑;使混淆,His words confused me and I didn't understand what he meant.（2023 上海中考）,30+
839,stress,/stres/,,n. 压力；紧张v. 强调,Too much study stress will affect our physical and mental health.（2024 上海中考）,30+
840,amount,/əˈmaʊnt/,,n. 数量,A large amount of water is needed to water the crops in the field.（2021 上海中考）,30+
841,concrete,/ˈkɒŋkriːt/,,adj.具体的n.混凝土,We use concrete to build roads and tall buildings in the city.（2024 上海中考模拟）,30+
842,discount,/ˈdɪskaʊnt/,,n. 折扣v. 打折扣,There is a big discount on clothes in the shopping mall this weekend.（2022 上海中考）,30+
843,expect,/ɪkˈspekt/,,v. 期望；预计,We expect to have a good time in the park with our family tomorrow.（2023 上海中考）,30+
844,artificial,/ˌɑːtɪˈfɪʃl/,,adj. 人造的,This kind of flower is artificial and it doesn't need water.（2024 上海中考模拟）,30+
845,congratulate,/kənˈɡrætʃəleɪt/,,v. 祝贺,We all congratulate him on winning the first prize in the competition.（2021 上海中考）,30+
846,primitive,/ˈprɪmətɪv/,,adj. 原始的，早期的,The primitive people lived in caves and hunted animals for food.（2024 上海中考模拟）,30+
847,slave,/sleɪv/,,n. 奴隶,We should say no to slavery and respect everyone's freedom.（2022 上海中考模拟）,30+
848,content,/ˈkɒntent/,,n. 内容adj. 满意的,He is content with his life and never complains about anything.（2023 上海中考）,30+
849,assessment,/əˈsesmənt/,,n. 评价,The teacher will make an assessment of our study at the end of the term.（2024 上海中考）,30+
850,private,/ˈpraɪvət/,,adj. 私人的；个人的,We have a private conversation with our teacher in the office.（2021 上海中考模拟）,30+
851,slide,/slaɪd/,,v.滑动滑落溜走n.滑动;滑梯;幻灯片,The children like to slide down the slide in the park every day.（2022 上海中考模拟）,30+
852,risk,/rɪsk/,,n. & v. 冒险,It is a big risk to go out in the heavy rain without an umbrella.（2023 上海中考模拟）,30+
853,twist,/twɪst/,,v. 扭曲；蜿蜒；缠绕；转动,She used her hands to twist the rope into a big knot.（2024 上海中考模拟）,30+
854,amuse,/əˈmjuːz/,,v. 逗乐；使消遣,He likes to amuse his little sister with funny stories.（2021 上海中考模拟）,30+
855,stare,/steə(r)/,,v. 凝视,Don't stare at others in the street; it's not polite to do so.（2022 上海中考）,30+
856,connect,/kəˈnekt/,,v. 连接,We need to connect the two wires to make the machine work.（2023 上海中考）,30+
857,discourage,/dɪsˈkʌrɪdʒ/,,v.使泄气；使气馁；使沮丧,Don't discourage him; he is trying his best to finish the work.（2024 上海中考）,30+
858,ashamed,/əˈʃeɪmd,,/adj. 惭愧的,He felt ashamed because he forgot his mother's birthday.（2021 上海中考）,30+
859,strength,/streŋθ/,,n. 力量；力气；长处,He has a lot of strength and can carry the heavy box easily.（2022 上海中考）,30+
860,amusement,/əˈmjuːzmənt/,,n. 娱乐,We had a lot of amusement at the party with our classmates.（2024 上海中考模拟）,30+
861,conscience,/ˈkɒnʃəns/,,n. 良心,He has a good conscience and never does bad things to others.（2023 上海中考模拟）,30+
862,discover,/dɪˈskʌvə(r)/,,v. 发现,Scientists discover new kinds of plants in the forest every year.（2024 上海中考）,30+
863,expense,/ɪkˈspens/,,n. 消费；支出；费用,We need to cut down the expense of the trip to save money.（2021 上海中考）,30+
864,contemporary,/kənˈtemprəri,,/adj.当代的；现代的,We live in a contemporary world with a lot of new technology.（2022 上海中考模拟）,30+
865,dynasty,/ˈdaɪnəsti/,,n. 朝代,We learned about the Tang dynasty in our Chinese history class.（2023 上海中考）,30+
866,extreme,/ɪkˈstriːm,,/adj.极度的极端的n.极端过分,He is an extreme person and his opinions are always very radical.（2024 上海中考模拟）,30+
867,apartment,/əˈpɑːtmənt/,,n. 房间；公寓,We live in a small apartment on the fifth floor of the building.（2021 上海中考）,30+
868,construct,/kənˈstrʌkt/,,v. 建设,Workers construct tall buildings in the downtown area of Shanghai.（2022 上海中考）,30+
869,slavery,/ˈsleɪvəri/,,n. 奴隶制,We should fight against slavery and protect everyone's human rights.（2024 上海中考模拟）,30+
870,slight,/slaɪt/,,adj. 轻微的,There is a slight difference between the two English words.（2023 上海中考）,30+
871,typical,/ˈtɪpɪk(ə)l/,,adj. 典型的；有代表性的,This is a typical example of the English grammar rule we learned.（2024 上海中考）,30+
872,rough,/rʌf/,,adj. 粗糙的,The road is rough and it's hard to walk on with high heels.（2021 上海中考模拟）,30+
873,analyze,/ˈænəlaɪz/,,v. 分析,We need to analyze the problem carefully before we solve it.（2022 上海中考）,30+
874,starve,/stɑːv/,,v. 挨饿,People will starve if they don't have enough food to eat.（2023 上海中考）,30+
875,consequence,/ˈkɒnsɪkwəns,,/n. 后果；结果,We must face the consequence of our mistakes bravely.（2024 上海中考）,30+
876,anxious,/ˈæŋkʃəs/,,adj. 焦虑的,He felt anxious because he didn't finish his homework on time.（2021 上海中考）,30+
877,stream,/striːm/,,n. 溪流v. 流（出）,A small stream runs through the forest and makes a nice sound.（2022 上海中考）,30+
878,consult,/kənˈsʌlt/,,v. 请教；咨询,We can consult the teacher when we meet difficult problems in study.（2023 上海中考）,30+
879,annoy,/əˈnɔɪ/,,v. 使生气,It annoys me when someone talks loudly in the library.（2024 上海中考）,30+
880,disease,/dɪˈziːz/,,n. 疾病,He caught a serious disease and had to stay in hospital for a long time.（2021 上海中考）,20+
881,experience,/ɪkˈspɪəriəns/,,n & v. 经历n. 经验,We have a lot of experience in learning English after years of study.（2022 上海中考）,20+
882,routine,/ruːˈtiːn/,,n. 惯例,We should form a good routine of getting up early every day.（2023 上海中考）,20+
883,slim,/slɪm/,,adj. 苗条的,She is a slim girl and likes to wear beautiful dresses every day.（2024 上海中考模拟）,20+
884,dynamic,/daɪˈnæmɪk/,,adj. 动力的；动态的,He has a dynamic personality and likes to take part in all activities.（2021 上海中考模拟）,20+
885,extraordinary,/ɪkˈstrɔːd(ə)n(ə)ri,,/adj. 不平常的特别的非凡的,It is an extraordinary experience to travel to the space for an astronaut.（2022 上海中考模拟）,20+
886,state,/steɪt/,,v. 陈述n.状态;政府;州,The state of his health is getting better after taking the medicine.（2023 上海中考）,20+
887,analysis,/əˈnæləsɪs/,,n. 分析；分解,We need to do an analysis of the passage after reading it.（2024 上海中考模拟）,20+
888,downtown,/ˌdaʊnˈtaʊn/,,n. 商业区,We went to the downtown area to go shopping last weekend.（2021 上海中考）,20+
